,Date,Result,Rounds,Map,Position,Kills,Assists,Deaths,KR,KD,HS,HSP,Period
685,b'2018-05-22',0,24,train,5,6,2,21,0.25,0.29,6,100,3
686,b'2018-05-22',0,26,overpass,1,23,3,19,0.88,1.21,6,26,3
687,b'2018-05-22',1,19,overpass,3,13,4,11,0.68,1.18,2,15,3
688,b'2018-05-22',1,26,overpass,2,19,2,14,0.73,1.36,8,42,3
689,b'2018-05-22',1,26,cache,4,18,7,20,0.69,0.9,9,50,3
690,b'2018-05-23',0,25,inferno,5,9,3,20,0.36,0.45,6,67,3
691,b'2018-05-23',1,30,mirage,4,20,3,20,0.67,1.0,9,45,3
692,b'2018-05-23',0,35,inferno,3,24,4,26,0.69,0.92,12,50,3
693,b'2018-05-23',0,12,inferno,2,8,1,9,0.67,0.89,2,25,3
694,b'2018-05-23',0,27,cbble,5,6,5,22,0.22,0.27,1,17,3
695,b'2018-05-23',1,28,inferno,5,11,2,16,0.39,0.69,2,18,3
696,b'2018-05-23',0,23,mirage,4,9,2,20,0.39,0.45,2,22,3
697,b'2018-05-23',1,19,overpass,4,15,2,6,0.79,2.5,8,53,3
698,b'2018-05-24',1,28,inferno,5,14,4,19,0.5,0.74,5,36,3
699,b'2018-05-24',0,23,dust2,4,11,2,17,0.48,0.65,7,64,3
700,b'2018-05-24',0,26,train,4,15,2,18,0.58,0.83,5,33,3
701,b'2018-05-24',1,27,cache,4,12,5,16,0.44,0.75,4,33,3
702,b'2018-05-24',1,22,cache,2,21,8,12,0.95,1.75,7,33,3
703,b'2018-05-24',1,26,mirage,5,13,8,19,0.5,0.68,6,46,3
704,b'2018-05-24',1,23,inferno,3,16,1,9,0.7,1.78,8,50,3
705,b'2018-05-24',0,20,inferno,4,9,1,18,0.45,0.5,1,11,3
706,b'2018-05-24',0,35,mirage,3,20,5,29,0.57,0.69,11,55,3
707,b'2018-05-24',1,19,mirage,2,19,2,9,1.0,2.11,13,68,3
708,b'2018-05-25',1,28,inferno,2,20,8,18,0.71,1.11,6,30,3
709,b'2018-05-25',0,21,dust2,3,9,3,17,0.43,0.53,5,56,3
710,b'2018-05-25',1,26,train,4,15,5,19,0.58,0.79,3,20,3
711,b'2018-05-25',0,24,inferno,2,19,2,20,0.79,0.95,10,53,3
712,b'2018-05-26',0,29,mirage,4,17,5,22,0.59,0.77,6,35,3
713,b'2018-05-28',0,26,train,5,6,1,21,0.23,0.29,2,33,3
714,b'2018-05-28',0,24,mirage,4,10,4,22,0.42,0.45,4,40,3
715,b'2018-05-28',0,27,overpass,4,11,6,20,0.41,0.55,3,27,3
716,b'2018-05-28',0,24,inferno,3,15,2,19,0.62,0.79,8,53,3
717,b'2018-05-28',0,28,dust2,4,12,3,24,0.43,0.5,4,33,3
718,b'2018-05-28',1,22,cache,2,23,7,11,1.05,2.09,10,43,3
719,b'2018-05-28',1,34,mirage,4,18,4,20,0.53,0.9,7,39,3
720,b'2018-05-28',1,30,cache,1,33,4,22,1.1,1.5,10,30,3
721,b'2018-05-28',1,30,inferno,5,18,3,20,0.6,0.9,6,33,3
722,b'2018-05-29',0,25,inferno,5,10,3,19,0.4,0.53,5,50,3
723,b'2018-05-29',0,26,train,5,10,6,22,0.38,0.45,2,20,3
724,b'2018-05-29',1,30,train,4,20,3,23,0.67,0.87,7,35,3
725,b'2018-05-29',1,23,overpass,1,28,1,11,1.22,2.55,10,36,3
726,b'2018-05-29',0,28,cache,3,15,4,22,0.54,0.68,5,33,3
727,b'2018-05-29',0,26,inferno,2,19,4,20,0.73,0.95,9,47,3
728,b'2018-05-29',1,26,overpass,3,21,2,16,0.81,1.31,8,38,3
729,b'2018-05-29',1,21,overpass,4,15,4,10,0.71,1.5,7,47,3
730,b'2018-05-29',1,34,overpass,3,21,3,17,0.62,1.24,7,33,3
731,b'2018-05-30',0,26,mirage,3,15,1,18,0.58,0.83,2,13,3
732,b'2018-05-30',0,25,mirage,3,14,3,21,0.56,0.67,9,64,3
733,b'2018-05-30',1,30,mirage,2,18,4,23,0.6,0.78,5,28,3
734,b'2018-05-30',1,23,cache,5,12,2,15,0.52,0.8,3,25,3
735,b'2018-05-30',0,28,overpass,3,18,4,22,0.64,0.82,8,44,3
736,b'2018-05-30',1,24,mirage,2,21,3,13,0.88,1.62,10,48,3
737,b'2018-05-30',0,20,mirage,5,7,3,18,0.35,0.39,5,71,3
738,b'2018-05-30',0,28,cache,1,19,3,20,0.68,0.95,8,42,3
739,b'2018-05-30',0,21,cache,2,15,2,15,0.71,1.0,5,33,3
740,b'2018-05-30',1,25,mirage,5,16,9,16,0.64,1.0,7,44,3
741,b'2018-05-31',0,23,cbble,3,13,1,19,0.57,0.68,6,46,3
742,b'2018-05-31',1,24,mirage,2,23,9,15,0.96,1.53,9,39,3
743,b'2018-05-31',1,27,mirage,4,18,3,15,0.67,1.2,6,33,3
744,b'2018-05-31',1,58,inferno,4,38,7,35,0.66,1.09,11,29,3
745,b'2018-06-01',0,25,inferno,3,12,0,21,0.48,0.57,3,25,3
746,b'2018-06-01',1,22,cache,4,16,5,13,0.73,1.23,6,38,3
747,b'2018-06-01',1,21,mirage,5,14,1,13,0.67,1.08,2,14,3
748,b'2018-06-01',1,22,cache,1,36,1,11,1.64,3.27,10,28,3
749,b'2018-06-01',1,30,mirage,4,21,4,18,0.7,1.17,12,57,3
750,b'2018-06-01',1,18,cache,5,13,3,12,0.72,1.08,4,31,3
751,b'2018-06-01',0,30,train,4,16,4,26,0.53,0.62,2,12,3
752,b'2018-06-01',1,26,cache,4,16,4,14,0.62,1.14,4,25,3
753,b'2018-06-02',0,22,mirage,1,16,2,20,0.73,0.8,6,38,3
754,b'2018-06-02',1,21,inferno,3,16,5,10,0.76,1.6,6,38,3
755,b'2018-06-02',1,28,overpass,5,14,4,16,0.5,0.88,2,14,3
756,b'2018-06-02',0,23,cache,2,15,6,19,0.65,0.79,4,27,3
757,b'2018-06-02',0,29,cache,1,27,2,20,0.93,1.35,10,37,3
758,b'2018-06-02',0,25,mirage,2,19,3,17,0.76,1.12,6,32,3
759,b'2018-06-02',1,29,cache,5,19,8,17,0.66,1.12,10,53,3
760,b'2018-06-02',0,35,inferno,4,18,3,25,0.51,0.72,4,22,3
761,b'2018-06-03',1,23,mirage,3,17,2,12,0.74,1.42,4,24,3
762,b'2018-06-03',0,18,inferno,4,4,0,18,0.22,0.22,3,75,3
763,b'2018-06-03',0,30,mirage,4,19,4,23,0.63,0.83,12,63,3
764,b'2018-06-03',0,21,inferno,2,5,5,18,0.24,0.28,1,20,3
765,b'2018-06-03',0,30,mirage,4,17,2,23,0.57,0.74,7,41,3
766,b'2018-06-03',1,24,train,5,12,4,14,0.5,0.86,2,17,3
767,b'2018-06-03',1,30,inferno,3,17,2,21,0.57,0.81,6,35,3
768,b'2018-06-03',0,26,cache,2,18,5,20,0.69,0.9,8,44,3
769,b'2018-06-03',0,23,mirage,2,14,2,18,0.61,0.78,7,50,3
770,b'2018-06-03',1,26,cache,3,20,0,20,0.77,1.0,11,55,3
771,b'2018-06-03',0,30,mirage,3,20,4,28,0.67,0.71,6,30,3
772,b'2018-06-03',1,28,mirage,5,15,3,21,0.54,0.71,3,20,3
773,b'2018-06-03',1,21,mirage,5,16,3,12,0.76,1.33,4,25,3
774,b'2018-06-03',0,25,cbble,5,9,2,21,0.36,0.43,1,11,3
775,b'2018-06-03',1,25,dust2,5,14,2,12,0.56,1.17,6,43,3
776,b'2018-06-03',1,26,mirage,2,25,3,14,0.96,1.79,8,32,3
777,b'2018-06-03',1,23,mirage,2,22,5,13,0.96,1.69,9,41,3
778,b'2018-06-04',0,23,overpass,2,14,4,19,0.61,0.74,5,36,3
779,b'2018-06-04',0,26,cache,5,13,5,21,0.5,0.62,5,38,3
780,b'2018-06-04',1,27,cache,5,14,8,15,0.52,0.93,3,21,3
781,b'2018-06-07',1,34,mirage,5,15,8,22,0.44,0.68,7,47,3
782,b'2018-06-07',0,25,inferno,1,22,0,16,0.88,1.38,8,36,3
783,b'2018-06-07',0,28,mirage,5,12,5,21,0.43,0.57,4,33,3
784,b'2018-06-07',0,27,overpass,2,22,8,19,0.81,1.16,8,36,3
785,b'2018-06-07',1,22,mirage,2,21,5,11,0.95,1.91,7,33,3
786,b'2018-06-07',0,24,mirage,4,8,5,21,0.33,0.38,4,50,3
787,b'2018-06-08',1,30,train,2,25,2,21,0.83,1.19,12,48,3
788,b'2018-06-09',0,34,overpass,3,20,3,25,0.59,0.8,6,30,3
789,b'2018-06-09',0,25,inferno,3,15,3,20,0.6,0.75,8,53,3
790,b'2018-06-09',1,17,mirage,2,19,3,8,1.12,2.38,6,32,3
791,b'2018-06-09',0,26,mirage,4,12,1,20,0.46,0.6,2,17,3
792,b'2018-06-09',1,28,train,5,13,4,19,0.46,0.68,2,15,3
793,b'2018-06-10',1,34,inferno,5,19,6,27,0.56,0.7,4,21,3
794,b'2018-06-11',0,29,overpass,5,14,4,20,0.48,0.7,3,21,3
795,b'2018-06-11',0,29,cache,4,16,9,23,0.55,0.7,6,38,3
796,b'2018-06-11',0,20,overpass,1,15,5,18,0.75,0.83,6,40,3
797,b'2018-06-12',1,29,mirage,3,19,3,20,0.66,0.95,5,26,3
798,b'2018-06-12',0,22,inferno,1,15,3,16,0.68,0.94,10,67,3
799,b'2018-06-12',1,18,cache,5,13,3,6,0.72,2.17,4,31,3
800,b'2018-06-13',0,30,mirage,2,23,4,19,0.77,1.21,8,35,3
801,b'2018-06-13',0,17,mirage,1,11,2,16,0.65,0.69,9,82,3
802,b'2018-06-13',1,28,mirage,2,25,4,24,0.89,1.04,10,40,3
803,b'2018-06-13',1,24,cache,3,19,6,16,0.79,1.19,3,16,3
804,b'2018-06-13',0,29,overpass,3,20,4,20,0.69,1.0,4,20,3
805,b'2018-06-13',0,22,mirage,1,14,0,18,0.64,0.78,4,29,3
806,b'2018-06-14',1,28,cache,3,21,5,17,0.75,1.24,6,29,3
807,b'2018-06-14',0,20,mirage,4,7,2,19,0.35,0.37,1,14,3
808,b'2018-06-14',0,36,cache,3,21,7,26,0.58,0.81,10,48,3
809,b'2018-06-14',0,36,cache,3,25,9,24,0.69,1.04,5,20,3
810,b'2018-06-14',1,22,mirage,4,14,4,14,0.64,1.0,8,57,3
811,b'2018-06-15',0,28,mirage,4,12,2,22,0.43,0.55,6,50,3
812,b'2018-06-17',0,28,cache,3,19,2,23,0.68,0.83,6,32,3
813,b'2018-06-17',1,21,mirage,5,14,2,11,0.67,1.27,3,21,3
814,b'2018-06-18',1,20,mirage,2,19,4,11,0.95,1.73,8,42,3
815,b'2018-06-18',1,29,mirage,3,20,5,20,0.69,1.0,7,35,3
816,b'2018-06-18',1,30,cache,5,14,5,21,0.47,0.67,4,29,3
817,b'2018-06-19',1,20,inferno,5,10,4,10,0.5,1.0,4,40,3
818,b'2018-06-19',1,10,inferno,4,7,1,4,0.7,1.75,1,14,3
819,b'2018-06-19',0,34,inferno,5,17,3,26,0.5,0.65,3,18,3
820,b'2018-06-20',1,21,mirage,5,8,6,10,0.38,0.8,1,12,3
821,b'2018-06-28',0,24,mirage,2,14,3,17,0.58,0.82,7,50,3
822,b'2018-06-28',0,23,nuke,5,10,4,18,0.43,0.56,4,40,3
823,b'2018-06-28',0,25,cbble,2,16,4,18,0.64,0.89,5,31,3
824,b'2018-06-29',1,30,cache,5,12,10,23,0.4,0.52,3,25,3
825,b'2018-06-30',0,28,cache,5,14,3,21,0.5,0.67,6,43,3
826,b'2018-06-30',1,21,mirage,4,16,5,12,0.76,1.33,2,12,3
827,b'2018-06-30',0,29,overpass,5,11,7,24,0.38,0.46,2,18,3
828,b'2018-06-30',1,27,mirage,4,20,4,17,0.74,1.18,10,50,3
829,b'2018-06-30',1,21,mirage,1,23,3,11,1.1,2.09,7,30,3
830,b'2018-06-30',0,29,cache,1,22,8,24,0.76,0.92,7,32,3
831,b'2018-07-01',0,36,mirage,1,33,6,27,0.92,1.22,13,39,3
832,b'2018-07-01',0,30,cache,3,22,4,24,0.73,0.92,8,36,3
833,b'2018-07-01',1,35,mirage,5,22,4,26,0.63,0.85,10,45,3
834,b'2018-07-01',1,19,mirage,1,21,3,9,1.11,2.33,6,29,3
835,b'2018-07-01',1,12,dust2,3,11,6,6,0.92,1.83,1,9,3
836,b'2018-07-01',0,27,mirage,3,19,6,21,0.7,0.9,6,32,3
837,b'2018-07-01',0,24,inferno,4,11,3,21,0.46,0.52,4,36,3
838,b'2018-07-01',0,53,mirage,2,42,7,35,0.79,1.2,14,33,3
839,b'2018-07-01',1,27,cache,5,15,5,17,0.56,0.88,6,40,3
840,b'2018-07-01',0,28,mirage,4,14,1,20,0.5,0.7,6,43,3
841,b'2018-07-01',0,21,cache,1,16,2,18,0.76,0.89,5,31,3
842,b'2018-07-02',0,23,dust2,2,14,1,19,0.61,0.74,5,36,3
843,b'2018-07-02',1,22,dust2,5,15,1,9,0.68,1.67,3,20,3
844,b'2018-07-02',0,21,overpass,2,14,2,19,0.67,0.74,6,43,3
845,b'2018-07-02',1,24,train,2,23,8,17,0.96,1.35,6,26,3
846,b'2018-07-02',0,8,overpass,4,3,1,7,0.38,0.43,1,33,3
847,b'2018-07-02',0,23,cache,1,19,1,17,0.83,1.12,7,37,3
848,b'2018-07-02',0,20,cache,1,20,0,17,1.0,1.18,8,40,3
849,b'2018-07-02',1,30,cache,3,20,1,14,0.67,1.43,7,35,3
850,b'2018-07-02',1,17,mirage,3,18,1,3,1.06,6.0,9,50,3
851,b'2018-07-03',0,48,mirage,4,28,7,34,0.58,0.82,7,25,3
852,b'2018-07-03',0,26,train,4,13,3,24,0.5,0.54,7,54,3
853,b'2018-07-03',1,34,cache,5,23,8,21,0.68,1.1,7,30,3
854,b'2018-07-03',0,27,mirage,2,21,7,19,0.78,1.11,5,24,3
855,b'2018-07-03',1,24,cache,5,13,5,14,0.54,0.93,4,31,3
856,b'2018-07-03',1,34,dust2,3,21,9,27,0.62,0.78,7,33,3
857,b'2018-07-03',1,17,cache,4,11,5,7,0.65,1.57,1,9,3
858,b'2018-07-03',0,30,overpass,4,14,2,22,0.47,0.64,7,50,3
859,b'2018-07-03',0,26,inferno,3,16,1,16,0.62,1.0,5,31,3
860,b'2018-07-03',1,22,overpass,5,9,4,11,0.41,0.82,2,22,3
861,b'2018-07-03',1,30,mirage,5,15,4,24,0.5,0.62,5,33,3
862,b'2018-07-04',1,15,mirage,1,22,0,3,1.47,7.33,5,23,3
863,b'2018-07-04',0,36,cache,1,29,11,28,0.81,1.04,16,55,3
864,b'2018-07-04',1,28,cache,3,26,6,16,0.93,1.62,12,46,3
865,b'2018-07-04',1,28,inferno,5,13,5,21,0.46,0.62,3,23,3
866,b'2018-07-04',1,24,dust2,4,16,3,18,0.67,0.89,4,25,3
867,b'2018-07-05',1,23,cache,2,24,6,14,1.04,1.71,7,29,3
868,b'2018-07-05',0,22,mirage,4,11,3,16,0.5,0.69,5,45,3
869,b'2018-07-05',0,22,cache,3,14,4,19,0.64,0.74,2,14,3
870,b'2018-07-07',1,30,overpass,4,20,7,19,0.67,1.05,5,25,3
871,b'2018-07-07',1,30,cache,1,26,10,22,0.87,1.18,13,50,3
872,b'2018-07-07',0,27,mirage,3,19,1,23,0.7,0.83,4,21,3
873,b'2018-07-07',0,28,inferno,5,12,3,21,0.43,0.57,6,50,3
874,b'2018-07-08',0,26,mirage,2,19,4,18,0.73,1.06,7,37,3
875,b'2018-07-08',0,6,inferno,2,4,1,4,0.67,1.0,0,0,3
876,b'2018-07-09',1,30,mirage,2,25,4,20,0.83,1.25,8,32,3
877,b'2018-07-09',1,20,inferno,4,14,1,8,0.7,1.75,4,29,3
878,b'2018-07-09',1,20,dust2,1,22,3,6,1.1,3.67,11,50,3
879,b'2018-07-09',1,27,mirage,5,14,3,20,0.52,0.7,3,21,3
880,b'2018-07-09',1,48,overpass,1,48,10,33,1.0,1.45,25,52,3
881,b'2018-07-09',0,20,cache,3,6,3,18,0.3,0.33,4,67,3
882,b'2018-07-09',1,24,mirage,5,11,0,15,0.46,0.73,7,64,3
883,b'2018-07-10',1,29,mirage,2,23,2,19,0.79,1.21,10,43,3
884,b'2018-07-10',1,29,cache,2,21,9,22,0.72,0.95,7,33,3
885,b'2018-07-10',0,28,cache,4,18,6,20,0.64,0.9,8,44,3
886,b'2018-07-10',1,20,overpass,5,12,3,8,0.6,1.5,5,42,3
887,b'2018-07-10',1,27,cache,4,17,3,18,0.63,0.94,7,41,3
888,b'2018-07-10',0,21,dust2,5,3,2,20,0.14,0.15,1,33,3
889,b'2018-07-11',1,26,overpass,5,19,3,18,0.73,1.06,8,42,3
890,b'2018-07-11',0,30,cache,2,23,4,24,0.77,0.96,8,35,3
891,b'2018-07-11',0,26,mirage,4,13,2,20,0.5,0.65,6,46,3
892,b'2018-07-11',1,25,overpass,4,18,3,15,0.72,1.2,6,33,3
893,b'2018-07-11',0,18,inferno,3,6,1,16,0.33,0.38,3,50,3
894,b'2018-07-11',1,25,mirage,3,19,3,13,0.76,1.46,4,21,3
895,b'2018-07-11',1,29,inferno,3,19,5,18,0.66,1.06,3,16,3
896,b'2018-07-11',0,30,mirage,2,23,2,23,0.77,1.0,9,39,3
897,b'2018-07-11',1,29,mirage,3,24,2,18,0.83,1.33,10,42,3
898,b'2018-07-12',0,22,mirage,1,13,0,20,0.59,0.65,9,69,3
899,b'2018-07-12',1,29,mirage,2,24,4,16,0.83,1.5,11,46,3
900,b'2018-07-12',1,36,mirage,4,23,6,27,0.64,0.85,13,57,3
901,b'2018-07-12',0,25,cache,5,9,5,20,0.36,0.45,4,44,3
902,b'2018-07-12',1,24,mirage,2,22,4,13,0.92,1.69,13,59,3
903,b'2018-07-12',1,15,cache,5,11,0,5,0.73,2.2,4,36,3
904,b'2018-07-12',1,27,inferno,1,25,5,15,0.93,1.67,11,44,3
905,b'2018-07-13',1,34,cache,5,19,6,23,0.56,0.83,11,58,3
906,b'2018-07-13',1,29,inferno,5,13,6,20,0.45,0.65,8,62,3
907,b'2018-07-13',0,22,cache,4,11,7,19,0.5,0.58,4,36,3
908,b'2018-07-14',1,23,overpass,4,15,4,14,0.65,1.07,2,13,3
909,b'2018-07-14',1,24,mirage,4,15,3,15,0.62,1.0,5,33,3
910,b'2018-07-14',1,25,inferno,5,16,9,14,0.64,1.14,7,44,3
911,b'2018-07-14',0,26,mirage,2,16,5,20,0.62,0.8,9,56,3
912,b'2018-07-14',0,23,cache,4,14,2,16,0.61,0.88,4,29,3
913,b'2018-07-14',1,28,overpass,5,17,3,16,0.61,1.06,5,29,3
914,b'2018-07-14',0,23,mirage,4,11,1,16,0.48,0.69,3,27,3
915,b'2018-07-14',1,25,cache,5,14,3,16,0.56,0.88,4,29,3
916,b'2018-07-14',1,21,overpass,4,16,3,14,0.76,1.14,8,50,3
917,b'2018-07-15',0,27,inferno,5,9,5,22,0.33,0.41,4,44,3
918,b'2018-07-15',0,24,cache,3,13,2,21,0.54,0.62,8,62,3
919,b'2018-07-15',1,36,mirage,1,33,3,26,0.92,1.27,14,42,3
920,b'2018-07-15',0,29,mirage,5,13,4,23,0.45,0.57,8,62,3
921,b'2018-07-15',0,20,mirage,4,10,1,18,0.5,0.56,3,30,3
922,b'2018-07-15',1,25,inferno,5,14,4,17,0.56,0.82,5,36,3
923,b'2018-07-15',0,19,mirage,3,8,1,19,0.42,0.42,2,25,3
924,b'2018-07-15',0,30,overpass,4,15,7,24,0.5,0.62,3,20,3
925,b'2018-07-15',0,25,overpass,2,18,3,20,0.72,0.9,8,44,3
926,b'2018-07-15',1,24,mirage,4,16,4,14,0.67,1.14,7,44,3
927,b'2018-07-16',0,24,inferno,5,10,2,19,0.42,0.53,4,40,3
928,b'2018-07-16',1,22,inferno,5,13,5,10,0.59,1.3,6,46,3
929,b'2018-07-17',0,25,train,5,9,2,19,0.36,0.47,5,56,3
930,b'2018-07-17',0,19,cache,5,6,2,17,0.32,0.35,3,50,3
931,b'2018-07-17',1,20,mirage,1,28,2,9,1.4,3.11,14,50,3
932,b'2018-07-17',0,23,mirage,2,13,4,19,0.57,0.68,6,46,3
933,b'2018-07-18',0,24,inferno,3,13,4,18,0.54,0.72,6,46,3
934,b'2018-07-18',0,26,inferno,4,13,1,20,0.5,0.65,4,31,3
935,b'2018-07-18',0,24,cache,5,11,6,21,0.46,0.52,5,45,3
936,b'2018-07-18',0,20,mirage,5,5,2,18,0.25,0.28,4,80,3
937,b'2018-07-18',0,22,cache,4,10,1,18,0.45,0.56,3,30,3
938,b'2018-07-18',0,20,mirage,1,12,0,17,0.6,0.71,3,25,3
939,b'2018-07-19',1,26,inferno,5,14,6,14,0.54,1.0,4,29,3
940,b'2018-07-19',0,28,mirage,1,27,2,20,0.96,1.35,15,56,3
941,b'2018-07-19',1,17,cache,2,18,7,6,1.06,3.0,8,44,3
942,b'2018-07-20',0,21,overpass,4,9,1,16,0.43,0.56,3,33,3
943,b'2018-07-20',1,34,cache,2,30,9,24,0.88,1.25,16,53,3
944,b'2018-07-20',0,28,cache,4,16,4,23,0.57,0.7,7,44,3
945,b'2018-07-21',1,24,mirage,4,18,3,11,0.75,1.64,11,61,3
946,b'2018-07-22',0,24,cache,5,9,4,17,0.38,0.53,2,22,3
947,b'2018-07-22',0,28,cache,4,14,7,23,0.5,0.61,7,50,3
948,b'2018-07-22',1,26,mirage,3,17,3,14,0.65,1.21,8,47,3
949,b'2018-07-22',1,25,train,1,25,2,16,1.0,1.56,13,52,3
950,b'2018-07-22',0,19,mirage,2,13,2,18,0.68,0.72,8,62,3
951,b'2018-07-22',1,21,mirage,4,12,5,9,0.57,1.33,5,42,3
952,b'2018-07-22',0,22,cache,5,4,1,19,0.18,0.21,2,50,3
953,b'2018-07-22',1,20,cache,5,9,4,10,0.45,0.9,5,56,3
954,b'2018-07-24',0,27,mirage,1,23,2,17,0.85,1.35,12,52,3
955,b'2018-07-24',0,14,mirage,3,7,1,10,0.5,0.7,3,43,3
956,b'2018-07-24',1,20,inferno,4,18,2,11,0.9,1.64,6,33,3
957,b'2018-07-24',0,15,inferno,4,4,1,14,0.27,0.29,1,25,3
958,b'2018-07-24',0,34,mirage,2,27,1,24,0.79,1.12,10,37,3
959,b'2018-07-24',1,15,mirage,3,13,1,5,0.87,2.6,4,31,3
960,b'2018-07-24',1,23,overpass,2,22,5,10,0.96,2.2,10,45,3
961,b'2018-07-25',0,24,mirage,4,8,1,20,0.33,0.4,5,62,3
962,b'2018-07-25',1,25,train,1,23,1,12,0.92,1.92,8,35,3
963,b'2018-07-25',1,19,mirage,4,13,7,14,0.68,0.93,8,62,3
964,b'2018-07-26',0,24,cbble,2,14,2,18,0.58,0.78,5,36,3
965,b'2018-07-27',1,21,cache,4,13,1,12,0.62,1.08,5,38,3
966,b'2018-07-27',0,24,mirage,3,15,5,20,0.62,0.75,7,47,3
967,b'2018-07-27',1,27,inferno,5,11,6,20,0.41,0.55,4,36,3
968,b'2018-07-27',0,41,cache,5,20,7,31,0.49,0.65,8,40,3
969,b'2018-07-27',1,30,mirage,1,30,2,20,1.0,1.5,11,37,3
970,b'2018-07-27',0,23,overpass,4,11,4,20,0.48,0.55,5,45,3
971,b'2018-07-27',1,29,cache,4,17,7,20,0.59,0.85,2,12,3
972,b'2018-07-27',0,36,overpass,4,21,7,28,0.58,0.75,11,52,3
973,b'2018-07-27',0,22,mirage,4,10,2,21,0.45,0.48,4,40,3
974,b'2018-07-27',1,27,cache,3,17,3,20,0.63,0.85,6,35,3
975,b'2018-07-27',1,22,cache,4,14,7,15,0.64,0.93,6,43,3
976,b'2018-07-28',0,17,cache,3,5,1,16,0.29,0.31,2,40,3
977,b'2018-07-28',1,27,cache,2,21,3,20,0.78,1.05,10,48,3
978,b'2018-07-28',0,20,mirage,1,12,3,16,0.6,0.75,6,50,3
979,b'2018-07-28',1,22,cache,5,14,1,11,0.64,1.27,4,29,3
980,b'2018-07-28',1,19,overpass,5,13,7,11,0.68,1.18,5,38,3
981,b'2018-07-28',1,13,inferno,1,14,2,4,1.08,3.5,6,43,3
982,b'2018-07-28',1,29,overpass,1,29,3,20,1.0,1.45,16,55,3
983,b'2018-07-28',0,36,mirage,5,19,3,30,0.53,0.63,11,58,3
984,b'2018-07-28',1,30,inferno,5,14,2,18,0.47,0.78,6,43,3
985,b'2018-07-29',0,42,overpass,1,34,7,29,0.81,1.17,10,29,3
986,b'2018-07-29',0,13,mirage,1,11,1,10,0.85,1.1,5,45,3
987,b'2018-07-29',0,29,inferno,4,20,4,20,0.69,1.0,8,40,3
988,b'2018-07-29',1,28,overpass,2,25,3,16,0.89,1.56,9,36,3
989,b'2018-07-29',1,47,cache,3,36,10,29,0.77,1.24,11,31,3
990,b'2018-07-29',0,22,overpass,4,13,2,19,0.59,0.68,6,46,3
991,b'2018-07-30',0,29,mirage,3,16,3,23,0.55,0.7,8,50,3
992,b'2018-07-30',1,36,mirage,3,28,4,24,0.78,1.17,13,46,3
993,b'2018-07-30',0,27,mirage,1,20,3,20,0.74,1.0,9,45,3
994,b'2018-07-30',1,21,train,3,17,3,6,0.81,2.83,5,29,3
995,b'2018-07-30',1,30,inferno,5,14,9,20,0.47,0.7,8,57,3
996,b'2018-07-30',1,24,mirage,2,19,5,13,0.79,1.46,8,42,3
997,b'2018-07-30',0,26,mirage,4,12,1,19,0.46,0.63,6,50,3
998,b'2018-07-30',0,28,cache,5,12,3,21,0.43,0.57,9,75,3
999,b'2018-07-30',1,18,mirage,5,7,3,5,0.39,1.4,3,43,3
1000,b'2018-07-30',0,35,dust2,5,16,7,28,0.46,0.57,8,50,3
1001,b'2018-07-30',1,30,inferno,2,25,5,20,0.83,1.25,9,36,3
1002,b'2018-07-31',0,26,mirage,3,18,5,21,0.69,0.86,9,50,3
1003,b'2018-07-31',1,17,mirage,5,12,4,10,0.71,1.2,5,42,3
1004,b'2018-07-31',0,28,overpass,2,21,2,22,0.75,0.95,4,19,3
1005,b'2018-07-31',0,28,cache,5,11,3,22,0.39,0.5,5,45,3
1006,b'2018-07-31',0,26,train,5,7,5,21,0.27,0.33,3,43,3
1007,b'2018-07-31',1,30,inferno,1,30,5,20,1.0,1.5,5,17,3
1008,b'2018-07-31',0,30,cache,1,27,5,22,0.9,1.23,6,22,3
1009,b'2018-07-31',1,21,cache,1,34,3,9,1.62,3.78,16,47,3
1010,b'2018-07-31',1,34,mirage,1,41,6,23,1.21,1.78,18,44,3
1011,b'2018-07-31',1,29,inferno,5,16,3,17,0.55,0.94,6,38,3
1012,b'2018-08-01',1,46,mirage,1,38,12,31,0.83,1.23,16,42,4
1013,b'2018-08-01',0,40,mirage,2,29,6,30,0.72,0.97,13,45,4
1014,b'2018-08-01',0,27,mirage,1,21,3,21,0.78,1.0,8,38,4
1015,b'2018-08-01',1,22,cache,4,14,5,12,0.64,1.17,8,57,4
1016,b'2018-08-01',0,17,cache,3,6,3,15,0.35,0.4,2,33,4
1017,b'2018-08-01',1,29,mirage,2,21,7,20,0.72,1.05,9,43,4
1018,b'2018-08-01',0,30,overpass,2,23,4,23,0.77,1.0,11,48,4
1019,b'2018-08-01',1,24,cache,3,22,4,14,0.92,1.57,7,32,4
1020,b'2018-08-01',0,24,mirage,4,13,3,19,0.54,0.68,6,46,4
1021,b'2018-08-01',1,25,cache,2,18,8,16,0.72,1.12,9,50,4
1022,b'2018-08-01',0,28,mirage,1,24,3,19,0.86,1.26,11,46,4
1023,b'2018-08-02',0,24,overpass,5,11,3,20,0.46,0.55,5,45,4
1024,b'2018-08-02',1,25,cache,1,28,5,14,1.12,2.0,14,50,4
1025,b'2018-08-02',1,30,overpass,3,15,6,20,0.5,0.75,5,33,4
1026,b'2018-08-02',1,20,mirage,2,20,9,10,1.0,2.0,6,30,4
