publisher,owners
spdr870,20000
spidamoo games,20000
Poison Nut Games,20000
squatnine,20000
Pointlight Games,20000
Pohjoinen Pelinkehitys ry,20000
stardust.ch,20000
starlit studios,20000
startgrid,20000
PodShoh Studio,20000
PoRovoz Studios,20000
Po-Jui Huang,20000
PnagaeaVR,20000
PnC Narratives,20000
PixelBrain Studio,20000
Pixel with Hat,20000
RR Games,20000
Phony Game Studios,20000
PiBoSo,20000
PhyzixMind,20000
火云战神,20000
Physmo,20000
PhyseLite,20000
牛学者,20000
Phun Peeticharoenthum,20000
独立创作,20000
狼皮羊工作室,20000
Phosphene Designs LLC,20000
獨立製作,20000
獨立遊戲,20000
Piaj,20000
理想乡开拓者,20000
Phoenix Interactive Studio,20000
Phoenix Game and Publisher Studio,20000
Phoenix Coalition,20000
Phodex Games,20000
Phobetor,20000
Philippe Pelchat,20000
白信鸽工作室,20000
Philippe Forgeur,20000
睦月文化,20000
祥,20000
PiFTy,20000
PianoB Studio,20000
第一點心,20000
樱,20000
时光咖啡机,20000
晴,20000
Pikewin,20000
杭州虚弥科技有限公司,20000
東方幕華祭制作组,20000
Pigmeu Games,20000
Pigeons Interactive,20000
Pigeonaut,20000
树册,20000
PigeonCube Studios,20000
森林纵火犯,20000
歐津津教團,20000
游学者狐狸,20000
派嘉数创科技有限公司,20000
Pierrec,20000
Pierced Games,20000
Pieces Interactive,20000
Piece of Cake studios,20000
Pie On A Plate Productions,20000
Pidroh,20000
Picselica Ltd,20000
流一心娱乐游戏集团总部,20000
深圳槟果文化科技有限公司,20000
清之鸣,20000
福州沉浸者网络科技有限公司,20000
绮梦妄想社,20000
"ИЛЬЯМАЗО, GRüN STUDIO",20000
阿屁PP314,20000
边境游戏工作室,20000
Petroallah,20000
Petro Shoferystov,20000
边玩边学网络科技有限公司,20000
Petro Poroshenko & company,20000
重庆焱玩网络科技有限公司,20000
Petraller Studios,20000
重庆环游者网络科技,20000
重庆第五维科技有限公司,20000
重庆聚心动科技有限责任公司,20000
银月网络,20000
陌上科技,20000
Petrolhead software,20000
雨天工作室,20000
Peter Whalen,20000
Peter Valencia,20000
Peter Turcan,20000
雷武游戏,20000
頂点α,20000
飞鹰互娱,20000
Peter Skogvold,20000
魂动天下,20000
Peter Manfreda,20000
魔力乐章,20000
边境巡线人,20000
Petter Malmehed,20000
绿叶工作室,20000
觀象草圖 Astrolabe Draft,20000
考未學社×Mirailogy Studio,20000
Phil Blank,20000
Pheonise,20000
英特衛多媒體股份有限公司,20000
英雄互娱,20000
藍茶高校 Blue Tea College,20000
Phantomisreal Ltd.,20000
蛋炒饭,20000
Phantom Pine Studios,20000
Phantom EFX,20000
西安乐趣软件科技有限公司,20000
Phantom 8 Studio,20000
跳跃网络,20000
视趣互动,20000
视趣互动（天津）科技有限公司,20000
Phangd,20000
Phalanx,20000
Phaenom GmbH,20000
Peηtacle,20000
许志修,20000
豆干叠叠木,20000
贪婪龙,20000
Pezomi,20000
Petushock Production,20000
PileOfCrab,20000
折翼的红领巾,20000
成都数艺互动科技有限公司,20000
冯卫朋,20000
Pixel Lantern,20000
乐吧工作室,20000
Pixel Island,20000
二次元手帐,20000
Pixel Horror Studios,20000
亿鑫海信息科技有限公司,20000
Pixel Hero Games,20000
Pixel Guy,20000
傅真,20000
Pixel Fun Games Production,20000
Pixel Forge Games,20000
冷笑黑妖,20000
世纪龙信息网络有限责任公司,20000
凌望工作室,20000
Pixel Engineers,20000
刘俊亨(Junheng Liu),20000
北京凌宇智控科技有限公司,20000
Pixel Draw,20000
Pixel Cream,20000
北京魔视互动科技有限公司,20000
Pixel Cattle Games,20000
Pixel Blitz Studios,20000
Pixel Blade Games,20000
Pixel Battery,20000
东方幕华祭制作组,20000
且御龙行,20000
Pilipenko.xyz,20000
アスガル騎士団,20000
Pixel by Pixel Studios Inc.,20000
Играем вместе,20000
Pixel Wonder,20000
Pixel Wizards,20000
Ольга,20000
نقش الضوء,20000
▲ Pyramid Games,20000
Pixel Whale,20000
Pixel Trickery,20000
いくちおすてご,20000
よるのあとち,20000
Pixel Sunset Studio,20000
上海游七网络科技有限公司,20000
Pixel Six Games,20000
Pixel Reign,20000
スタジオムマ,20000
Pixel Purrfection,20000
"Pixel Prototype, LLC",20000
七彩绘色,20000
Pixel Pi Games,20000
万族游戏,20000
Pixel Perfect Dude,20000
Pixel Maverick Games,20000
上海信虎文化传播有限公司,20000
十一游戏,20000
华夏动漫,20000
Pixel Barons,20000
张八万工作室,20000
岡本3海苔,20000
PinkPeach,20000
幻想工房,20000
Pink Potion,20000
Pineapple Software Management,20000
Pine Street Codeworks LLC,20000
幻爵工作室,20000
幻苍夜,20000
Pinball Evolution VR,20000
广州虚拟动力网络技术有限公司,20000
废材炼金术士,20000
张公子,20000
Pixel Art Monster - Color by Number,20000
弦语蝶梦,20000
彼岸领域,20000
PilotLumpa Gaming,20000
Pilone Consulting,20000
PillowPigGames,20000
Pillow's Willow,20000
Pillow Fight Games,20000
微信公众号：萌石,20000
忆夏之铃制作组,20000
恶魔橘子,20000
成都小微云联 LittleV,20000
Pinky Up Games,20000
小金宝贝,20000
Pioneer,20000
"Pipeteam Games, LLC",20000
Pixel After Pixel,20000
Pixel Accountant,20000
南方堂果,20000
Pixcapi,20000
原力互娱,20000
厦门冠赢网络科技有限公司,20000
发胶事务所 Hairgel Agency,20000
君悦互动,20000
Pistachi Studio,20000
咸鱼工作室,20000
商人日记,20000
圆点游戏,20000
夕,20000
Pirates Of Love,20000
Pirate-Rob,20000
大沃电艺,20000
Pirate Parrot,20000
大谷 DGSpitzer,20000
Piranaking,20000
天才小学生,20000
天河(TH Game),20000
天网联合,20000
宇峻奧汀科技股份有限公司,20000
Ponomarev Denis,20000
pulsartronic,20000
progrium,20000
empty studios,20000
eNVy softworks,20000
easygame,20000
"Qiwi Games, LLC",20000
QingHun,20000
ejew.in,20000
Qian Light  Network Technology,20000
ekusutola,20000
QguGame,20000
elfinikGames,20000
emergeWorlds,20000
empty assembly,20000
QUICKTEQUILA,20000
Qrakhen,20000
ericmbernier,20000
erm...,20000
erobotan,20000
QOVAQ,20000
etaxoft,20000
eugeniy_kh,20000
QIPAWORLD,20000
QFSW,20000
exaQuark,20000
excessm,20000
exoa,20000
Qor Concept Entertainment Inc.,20000
QuaSci Labs LLC,20000
felipejoys,20000
dp3Softworks,20000
Qucheza,20000
dny.coder,20000
Quasar,20000
QuantumSquid Interactive,20000
Quantum Soup Studios,20000
Quantum Realm Games,20000
Quantum Productions,20000
dochengmedia,20000
doorfortyfour,20000
dopagames,20000
dosinis,20000
dragonGlitch Games LLC,20000
Quad-Games,20000
Quantum Engine,20000
dramatic create,20000
dsquare,20000
dwCrew,20000
e-Solution,20000
West Coast Games Ltd,20000
e-visualsoft,20000
Quandary Solutions LTD,20000
Quality Simulations,20000
Quail Island Software Limited,20000
e.com,20000
QEGAME,20000
fjy741,20000
productivity-boost.com,20000
happypandastudio,20000
grapefrukt games,20000
PuzzleSpace,20000
greenfigure,20000
Puzzle: Underwater World,20000
grin robot,20000
gurkenlabs,20000
guyhezi,20000
Putin Team,20000
happyking,20000
Purple Nebula,20000
Purple Kingdom Games,20000
harmony corp,20000
gnifrebel Games UG,20000
Purpl3Grape,20000
heavenly-roads,20000
Purin Productions,20000
"Puresurface, Inc.",20000
PureFootball,20000
heiheigame,20000
herun,20000
hf Production,20000
hongjigame.com,20000
Puppy Punch Productions,20000
http://starlit-studios.tumblr.com/,20000
gnomearc,20000
gitcare,20000
forever8pus,20000
Pyxton Studios,20000
frecle ApS,20000
Q-Cumber Factory,20000
free08Games,20000
friendlyOctopus,20000
full beast creative,20000
game 'o clock studios,20000
Q-Ball Games LLC,20000
Q'Prod,20000
gameko-studio,20000
"Q Switched Productions, LLC",20000
games by lum,20000
Pyrosphere,20000
ghiboz,20000
gametornado,20000
gamevial,20000
gamifi.cc games,20000
Pyramid Peak,20000
Pxlplz,20000
gamigo AG,20000
Pwnee Studios,20000
gaming company,20000
gbelo Games,20000
gearspecs,20000
gentome,20000
dlan,20000
divisivesoftware,20000
Questro,20000
bocoboc,20000
RIP Horse Studio,20000
bit Gimmicks,20000
bitshift,20000
RF,20000
bkdove studios,20000
blackHound Studios GbR,20000
blamedrop,20000
blizzy Games,20000
bluehexagons,20000
blurredVision,20000
RESPECT TEAM,20000
REL Games,20000
RIP Studios LLC,20000
REK...,20000
bogdanehi,20000
REFUGIO3D®,20000
REEW GAMES,20000
REDspace,20000
bonefrog,20000
bones,20000
REAL Co.Ltd,20000
bongjicat,20000
RDavis,20000
RD's Gaming Studio,20000
biple_kfp,20000
RISING GAME,20000
Quick Save Studios,20000
bad chalk,20000
artArmin,20000
RPGVideo,20000
RPGGAME.,20000
RPG Maker MV,20000
askot,20000
RPG Adventures Team,20000
atabiszewski,20000
b08,20000
RP Studios,20000
bHaptics Inc.,20000
baconlovarstudios,20000
bad monkee,20000
bibimbapstudio,20000
RNC,20000
bakno Games,20000
battle fire studio,20000
"RMM Studios, LLC",20000
RMIT VX Lab,20000
beishizixin,20000
benmakesgames.com,20000
betamaximus-128,20000
RL Agency,20000
beyondthosehills,20000
RIVERSIDE SPORTS,20000
boredmob.com,20000
bottyann,20000
boxedworks,20000
Quiet Bay Studio,20000
cloneZone,20000
Quote Studios,20000
com8com1 Software,20000
cornthea,20000
creasso,20000
Qunee,20000
crowgames UG (haftungsbeschränkt) ,20000
cupholder,20000
current.gen Studios,20000
Quite Different Mechanics,20000
Quiet Storm,20000
cyboheart,20000
boxmyth,20000
"dSky9, Inc.",20000
danthaigames,20000
dark made games,20000
dekoga.d,20000
derevotyan,20000
Quickfire Games,20000
desaccord art,20000
devFluid,20000
diamond productions,20000
QuickAdventures,20000
different cloth,20000
chris_antoni,20000
Quote Unquote Studio LLC,20000
chickeninthecornstudio,20000
chaosikaros,20000
brutalsoft,20000
bu2 studio,20000
RBIOKuriboh,20000
bycomb,20000
RAZAR s.r.o.,20000
RAWR Lab,20000
callenshaw indiegames,20000
carla51,20000
carlos canizares,20000
catbull,20000
RAC7,20000
R.P.,20000
R.A.M. Studios LLC,20000
cbinfosystems,20000
cbritez,20000
cdhy Interactive,20000
R&G Software,20000
cdhy interactive,20000
R I MAD,20000
cerebraloverload,20000
R Academy,20000
cf/x software AG,20000
chaos,20000
PuppetPlan,20000
Puppet Arcade,20000
http://www.egames.com,20000
Preapp Partners,20000
Prexen Studios,20000
narayana games UG,20000
natahem,20000
Pretty Bat Games,20000
Presto Studios,20000
Press Pause Games,20000
"Present Day Media, LLC",20000
nemoBUS,20000
Predator Productions,20000
"Precision Games, LLC",20000
Precatio,20000
neonboxgames,20000
nDreams ,20000
nextReality Games,20000
Praxia Entertainment Inc,20000
Praxia Entertainment,20000
ninedux,20000
PraGames,20000
ninjadodogames,20000
no-pact,20000
no_rest,20000
PowerGaelic,20000
nocanwin,20000
nohoho,20000
nada studio,20000
Primarch Interactive,20000
Prism Game Studios Ltd.,20000
"mode of expression, LLC",20000
PriorityGames,20000
mindfungus,20000
Pringo Dingo Games,20000
mindhelix.pl,20000
PrinceXI,20000
miqu studio,20000
mistopportunity,20000
mkaatr,20000
Primeval Software,20000
moBack,20000
PrimesoftGames,20000
moon soul,20000
Primary Games,20000
Prime VR Inc.,20000
motboy8,20000
"mtb design works, inc.",20000
Prime Time Studio,20000
Prime Studios,20000
munsunghyun,20000
Primate Labs Inc.,20000
my.games,20000
Primary cells studio,20000
Primary Orbit,20000
myself,20000
Pouchmouse,20000
noiarc,20000
notreallythin,20000
PopNine Studio,20000
Populus,20000
phoenixmirror,20000
Poppy Works,20000
pixel.lu,20000
Poppgames,20000
pixepob,20000
piximo interactive,20000
plagueNurse,20000
plaiko,20000
platypurplestudios,20000
PopTea Games,20000
play.HEART games,20000
ocasocreations,20000
playchocolate,20000
pointfiveteam,20000
Pop Sandbox,20000
polynation games ltd,20000
polytanQ,20000
Poorwill Games,20000
Poorhub,20000
postpunkpl,20000
Poor Ugly Dwarf,20000
prettysmart games,20000
Pooandplay,20000
pho,20000
Por si las moscas,20000
phixcat,20000
petraguardsoftware.com,20000
oddByte,20000
Potion Games,20000
odenis studio,20000
Potatobrain Games,20000
oksdev,20000
PotatoFaceGames,20000
"Potato Interactive, LLC",20000
oldnag,20000
onebraverobot,20000
Potassium Frog,20000
onyonvoid,20000
oops11,20000
otter otter game,20000
ouka-ichi-mon.inc,20000
Poseidon's kiss,20000
Portcullis Games,20000
ovos,20000
paulstraw,20000
peevasseeq games,20000
pepeizq,20000
Portal Entertainment,20000
Porpentine,20000
Porcelain Fortress,20000
mikai inc.,20000
metamorpho,20000
iCandy Games Inc.,20000
jackstree,20000
interFusion Games LLC,20000
Psychodev,20000
intertum,20000
invrse studios,20000
Psycho Boy Jack,20000
PsychicParrot,20000
"Psychic VR Lab Co., Ltd.",20000
PsyRob,20000
izzYFoxDev,20000
Psilocybe Games,20000
PsiSyn Enterprises,20000
Pseudocode Games,20000
intelectiva,20000
jitensyasougyou,20000
Prutkova Anastasia,20000
joqlepecheur,20000
juhbee,20000
Proud Camel Games,20000
juhbeedesigns,20000
kangawallapuss,20000
kass-stwa,20000
keep silence,20000
Proton Studio Inc,20000
keepgamesimple,20000
Psychor,20000
indiemaatheus,20000
Prism Interactive Entertainment Inc.,20000
iQuantile,20000
iDEACLOUD inc.,20000
Punkster Inc.,20000
iDs Games,20000
Punk Games Studio,20000
Punica,20000
Pumpkin Games,20000
Pump Action Games,20000
Pulse Studio LLC,20000
Pulsarnik Productions,20000
Pulsarium,20000
iPOL,20000
"iVR, LLC.",20000
inVantage Technologies,20000
"iWin, Inc.",20000
PulPul Games,20000
icefill,20000
icon.games,20000
iconical Ltd.,20000
Pugsley LLC,20000
Pug & Dragon,20000
idealCat,20000
illegaldogs,20000
Pudding,20000
inSPIRE Games,20000
keggame,20000
Protomni Multimedia,20000
ProtoMasons.com,20000
m12y,20000
lookcloser,20000
lotions for men,20000
louis morel,20000
lovelin,20000
ltaoist,20000
Profenix Studio SRLS,20000
Processor Game Studio,20000
Proc Spine,20000
Problematicar,20000
lvkeai,20000
ProblemGamer Productions,20000
maasgdev,20000
Proto Dome Productions,20000
mahojigoku,20000
mailcat07,20000
ProPixel Games,20000
marutigames,20000
Pro Social Games,20000
maxlvlgames,20000
mchernykh,20000
me,20000
Prismic Studios,20000
megaeggz,20000
mentics,20000
lojq studio,20000
liuguowang,20000
liugao,20000
littleGigantic,20000
Protection Games,20000
kelkk,20000
Proscenium,20000
Proper Games,20000
Propeller Labs,20000
Propelled Bird Software,20000
kessels game studio,20000
ProntiatVR,20000
Pronetis Games,20000
Promethean Interactive,20000
kivoro,20000
Projectile Entertainment,20000
kjkjkAIStudio,20000
ProjectKlowd Game Studios,20000
kqengine,20000
kraken666,20000
kx120,20000
langqi,20000
lblsoft Studio,20000
Project Tranquil,20000
le8 stdio,20000
Project Purity Team,20000
lemonvr,20000
West Coast Software,20000
WING VR,20000
RodeoNET,20000
Solidplasma,20000
Themes_Daly,20000
Something Classic Games LLC,20000
TheoNeo Games,20000
SomeDudes,20000
Theory Studios LLC,20000
Some-Fish,20000
Sombrero Way Studio,20000
Somber Dawn Studios,20000
Thial,20000
Soma Games,20000
Thibaud Michaud,20000
Thibaut Blanca,20000
Thick & Thin,20000
ThiefCat,20000
Thiele Media,20000
Think Heavy Ltd.,20000
Soloweb Studios,20000
SoloProduction,20000
Solo Instinct,20000
Solo Grind,20000
Think On Labs,20000
ThinkFast Studio,20000
ThinkVirtual,20000
ThinkVirtual LLC,20000
Thinking Studios,20000
Something2,20000
Them Games,20000
Theine Dreams,20000
Sophie Houlden,20000
The Upper Deck Company,20000
The Voxel Agents,20000
The Wanderer,20000
SoulShared Games LLC,20000
The World Outside,20000
The Young Socratics,20000
Sortasoft LLC,20000
Sorcererstudios,20000
The pocket company,20000
Sorasu Software,20000
TheFitzyGames,20000
TheGameWall Studios,20000
TheWzzard,20000
TheGoldenEyed,20000
Sony Music Entertainment,20000
Sons of Earth Games,20000
Sonoshee,20000
Sonic Sloth,20000
Songquito UG,20000
Songhouse Games,20000
Sonera Game Studio,20000
TheMasterGames,20000
TheMiddleGray,20000
TheShortAndTheTall,20000
Solidware Studios,20000
Thinking-Twins GbR,20000
Tesseract Software,20000
Third Gate Studios,20000
Threear.Vision,20000
Threye Interactive,20000
Thrillion,20000
Thrive Games,20000
ThroughView,20000
Thugnificent,20000
Thulium Games,20000
Thumbtack,20000
Thunderbullet Game Co.,20000
Sokay,20000
Thunderful,20000
Sogoal,20000
Softzen,20000
TiGAMES,20000
Softwing Entertainment,20000
Tian Jagodic,20000
Tianyu Studio,20000
Tibbers,20000
SoftwareByEugene LLC,20000
Tibromatic Games,20000
Software Geezers,20000
SoftWeir Inc.,20000
SoftApps,20000
Ticklersoft,20000
Soft Loft Studios,20000
Three Souls Interactive,20000
Solanimus Inc.,20000
Solar Sails Games,20000
Sole Propriotership,20000
Third Impression,20000
Thirsten Studios,20000
Thomas Capstick,20000
Thomas Gwaltney,20000
Thomas Moon Kang,20000
Thomas ZIGHEM,20000
Solid Core,20000
Solid Apps Inc,20000
"Thorne Media, LLC",20000
Thorsten Schleinzer,20000
ThoseBros Entertainment ,20000
Thought Ops LLC,20000
Three Sea Rocks,20000
Sole,20000
"ThoughtSTEM, LLC",20000
"Thoughtquake Studios, LLC",20000
Threaded Pixel Studios,20000
Sold Out Sales and Marketing Ltd,20000
Solare Games,20000
Three Frog Studios,20000
SolarLune Games,20000
Three Percent Games,20000
Three Phase Interactive Pty Ltd,20000
Three Prong Productions,20000
The Unwelcomed Studios,20000
The Third Floor London Ltd,20000
SoundStage13,20000
The Tambourine	,20000
Special Circumstances,20000
The Box Studio,20000
Spearhead,20000
The Conjurer's Tower,20000
The Cursed Revolver,20000
The Dangerous Kitchen,20000
The Dashing Crate,20000
Sparse GameDev,20000
The Deep End Games,20000
The Department of Silly Stuff,20000
The Dept of Silly Stuff,20000
"The Dirigiballers, LLC",20000
The Domaginarium,20000
Sparks Games,20000
The Dragonloft,20000
Sparkly Games,20000
The Dust S.A.,20000
SparkLightGames,20000
The Escape Team,20000
"Spark Plug Games, LLC",20000
Spark Plug Games,20000
The Exact Co.,20000
Spanking Machine,20000
"The Family Collective, LLC",20000
Spaghetti Code,20000
The Black Jester and Realm of the Mental Midget Slayer,20000
The Awesome Game Studio,20000
Spectrum Nox Media,20000
That One Game Studio,20000
Spike Productions,20000
Tetabester,20000
TetedeBUG,20000
Tetherscript Technology Corporation,20000
Tethys Interactive LLC,20000
Tetravoxel Limited,20000
Teveru,20000
Spidove,20000
Spiderwork Games,20000
Thalasse Games,20000
Spider Key Games,20000
That Table Games,20000
Specular Theory,20000
ThatGuyGilby,20000
Spicy Fox GmbH,20000
Spencer Brown,20000
Spellbind Studios,20000
The Airship Abstraction,20000
Speedy,20000
Speedrobo Games,20000
The Alpha Company,20000
SpeedFrame,20000
The Arcade Crew,20000
Speed Potion,20000
"The Family, LLC",20000
The Farm 51 Group SA,20000
Spacevb Studio,20000
The Shady Gentlemen,20000
Space Horse,20000
The Mojo Collective,20000
Space Driver,20000
The Mundi Project Game Studios,20000
The Ninth Art,20000
The Pixel Mine Ltd,20000
Space Banana Studio,20000
SoyeR,20000
The Revera Corporation,20000
The Rogue Initiative,20000
The Secret Games Company,20000
Soverance Studios,20000
The MegaByte,20000
SouthWorks,20000
The Small Game Company,20000
The Snarktopus,20000
The Sociopath Software,20000
Sourabh P Hamigi,20000
The Space,20000
The Station,20000
The StickDodgeVR Team,20000
The Strike Team,20000
Souper Chef,20000
Sounding Stone / 老奉毊,20000
The Mill,20000
The Major Game Company,20000
Spaces of Play UG,20000
The Hazardous Dude,20000
The Fine Young Capitalists,20000
The Game Forger,20000
Spacepup Entertainment,20000
The Game Institute,20000
The Geometry Boxers,20000
Spaceboy Games,20000
The Glitch Factory,20000
SpaceSoySauceStudio,20000
The Good Mood Creators,20000
The Gunseed Collab,20000
SpaceGiraff3,20000
The Hyper Carries!,20000
The Lunatic Tilemaps,20000
The I Love Company,20000
The I Love Company BV,20000
Space Toast Games,20000
The Idea Software,20000
The Imaginarium,20000
The Impossible Object,20000
Space Telescope Science Institute,20000
Space Paw Studios,20000
"The Lo-Fi Apocalypse, Inc.",20000
Space Maker Studio,20000
Space Lizard Studio LTD,20000
SoerGame,20000
TigerLuGame,20000
Sockware,20000
Tomas Daugela,20000
TongFang HongKong LTD,20000
Slam,20000
Skyward Digital,20000
Tongsun,20000
Tonka3D,20000
Skypeak LLC,20000
Tony Wang,20000
Skymap Games,20000
Skyline Games,20000
Skylands Dev Team,20000
Tool of North America,20000
Toolkitz Games,20000
Skydome Entertainment,20000
Tooth Decay Entertainment,20000
Top Power,20000
SkyRiver Studios,20000
Top Secret Studios,20000
Top3Line,20000
SkyPyre Studios,20000
SkyKan,20000
Tordrix,20000
Tormentor Games,20000
Torreng Labs,20000
Toruko Games,20000
Toshihiko Kikuchi,20000
Tonee Ltd,20000
Slashware Interactive,20000
Slav Pankratov,20000
Sleepy Panda,20000
SlimeQ,20000
Slime King Games,20000
Tomas Lif,20000
Slight Super Powers,20000
Slick Entertainment Inc.,20000
Tomas Novak,20000
Tomas Varaneckas,20000
Tomasz Chmura,20000
Sleepy Spider Studios,20000
TomatoFantasyGames,20000
Sleepy Red Panda Studio,20000
Tomatotrap,20000
TonAme,20000
Sleepless Inc.,20000
Tomi Syväjärvi,20000
Sleeper Games,20000
Slayers' Stronghold Studios,20000
Tomimar,20000
Tomislav Kadežabek,20000
Slay.one,20000
Slavitica,20000
Tomlab Games,20000
Tommosaur,20000
Tomáš Sabol,20000
Skwiggle Entertainment  ,20000
Toster12D3,20000
Total Battery,20000
Toy Temp,20000
SixerVR,20000
Six Sided Square,20000
Touwaku Studio,20000
Tower Games,20000
Tower Studios,20000
Sisyphus Games,20000
TowerHex Games,20000
Towerfilm,20000
Sirrico-Net Games,20000
Toxic Sasquatch LLC,20000
Toxodon Games,20000
SinorCreate,20000
Sixth Line Studios,20000
Sinkhole Studio,20000
Sinister Design,20000
Sinister Cyclops Game Studio,20000
Sinister,20000
Toydea Inc.,20000
Singular Dream,20000
Single Step Games,20000
Tpot Studio,20000
Singe Studio,20000
Sinergia Studios,20000
Tradosoft,20000
Touchfight Games LLC,20000
TouchDown Creations,20000
Total Creations,20000
Totally Normal Creature,20000
Total Eclipse,20000
Skunkwerks Kinetic,20000
Skunk Software,20000
Total Eclipse P.C.,20000
Total Monkery,20000
TotalDistraction,20000
Skot Leach,20000
Skonec Entertainment,20000
TotalGearGames,20000
Skirmish Entertainment,20000
Skip32,20000
Totemic Entertainment Ltd,20000
Touch Orchestra,20000
SketchTech,20000
Toucan Studio,20000
Skeptika1,20000
Skeleton Crew Studios,20000
Skeleton Crew Studio,20000
Skeleton Business,20000
Skelefactor,20000
Skarond,20000
Skanerbotten,20000
"Touch Art Technology Co.,Ltd",20000
Touch Dimensions Interactive,20000
Tomas Gonzalez,20000
SlimeSmile,20000
TigerQiuQiu,20000
SlinDev,20000
TimefireVR LLC,20000
Snipefish Entertainment,20000
Snare Games,20000
Timeless Games,20000
Timewind LLC,20000
Snapjaw Games GmbH,20000
Snap Finger Click,20000
Timothy Findling,20000
Timuz Games,20000
TinMoon Studios,20000
TingThing,20000
"Tingly, LLC",20000
Tinogames Inc.,20000
Tintin Game,20000
Tiny Battle Publishing,20000
Smyowl Game Studio,20000
Tiny Bull Studios,20000
Tiny Ghost Studios,20000
Smoodlez,20000
Tiny Horse Games,20000
Tiny Leviathan Studios,20000
Tiny Pixel,20000
Tiny RTS,20000
Tiny Rebel Games,20000
Tiny Red Camel,20000
Timecode DS Ltd.,20000
TimeTravel_1,20000
TimeMachine,20000
Snowcastle Games,20000
Tigrido Inc,20000
TiliaSoft,20000
Soaphog,20000
Tilted Reality,20000
So and So Games,20000
So Dank Studio,20000
Snowrunner Games,20000
Snowflurry Entertainment,20000
Tilting Point,20000
Tim Cornish,20000
Tim McCulloch,20000
Snowbit Interactive,20000
"Snood, LLC",20000
Tim Sheehan,20000
SnowEagle Entertainment,20000
SnowBiteGames,20000
SnowBaby Games,20000
Snow Moose Entertainment,20000
Snow Day Software,20000
Tim Veletta,20000
Tim Venekamp,20000
Timbre Interactive,20000
Time Robbers,20000
Time Stop Interactive,20000
Tiny Trinket Games,20000
Tiny Utopia,20000
Smokin' Skull,20000
SluggishtacoGames,20000
SmallBigsquare,20000
SmallBigSquare,20000
Toasty Games,20000
Tobias Gaertner,20000
Small Room Games,20000
Tobias Nilsson,20000
Tobop Productions,20000
Slumlord Industries,20000
Slugsoft,20000
Tobuscus Game Studios,20000
TocanaDev,20000
Tochas Studios,20000
SmallGreenHill,20000
Sludj Games,20000
Toka Loka Games,20000
Tolga Ay,20000
Sloth Studio,20000
Tolga Yurtsev,20000
Tom Johnson,20000
Tom Kingston,20000
Tom Kitchen,20000
Tom-Erik Nielsen,20000
TomCGames,20000
Slipgate Studios,20000
Toast VR,20000
SmallSqurriel,20000
Tiny devbox,20000
SmashRiot LLC,20000
TinyAssociatesBand,20000
TinyCrease,20000
TinyMob Games,20000
Smm,20000
Tinycat Games,20000
Smit Parmar,20000
Tinzone Games,20000
SmileBoom Co.Ltd.,20000
Tio Atum,20000
Smelter,20000
SmellyRiver,20000
SmashMouth Games Ltd,20000
ToMorning Productions,20000
Tipping Goat LLC,20000
Tired Dad Games,20000
Smash The Code,20000
Smash Bolt Games,20000
Titanium Game Studios,20000
Titans,20000
Smartmelon,20000
SmartVR Studio,20000
SmartOliveGames,20000
Tlakali Game Studio,20000
Tninja1337,20000
TestTubeGames,20000
Spinal Games,20000
Trainwreck Games,20000
Strategy Mill,20000
Studio Asterism,20000
T Allen Studios,20000
Studio 1983,20000
T-Rex Games,20000
Stubborn Horse Studios,20000
T-Rexcellent Studios,20000
T.D,20000
"T.F.S. Entertainment, LLC",20000
T.G.S. TRUE GAMES STUDIO LIMITED,20000
Stromsky,20000
TAC Games,20000
Stroe Andrei,20000
Strodio,20000
Strobs Canardly,20000
TACS Games,20000
TAINTED GAMES,20000
Stribling Media,20000
TANTANMEN,20000
TARO,20000
TBA Games,20000
Stray RamBling,20000
TBDTS Games,20000
"TCH International Group, LLC",20000
TCHOW,20000
TCR,20000
Studio Axiom,20000
Sørb,20000
Systence Games,20000
Syngaming Studios,20000
Studio GU,20000
Symptomatic Productions,20000
Synamon Inc.,20000
Studio Forge Ltd,20000
Synaptic Response,20000
"SynapticSwitch, LLC",20000
"SynaptixGames, LLC",20000
Syndicate Atomic LLC. ,20000
Studio Fawn,20000
"Synersteel Studio, LLC",20000
Studio Eris,20000
Studio Eres,20000
Studio Canvas,20000
Synodic Arc,20000
Studio Elfriede,20000
Studio Egg Roll,20000
Studio Desgraff,20000
Studio Cypix,20000
Syrena Interactive,20000
Studio Crown Crest,20000
System Erasure,20000
Studio Christmas,20000
Studio Captivate,20000
SystemSoft Alpha Corporation,20000
TD Indie,20000
TDZ Games,20000
Spinix Games,20000
TEAM_ETS,20000
"TSMOUNT, Inc.",20000
StormBringer Studios,20000
StormBrewers,20000
TUNNEL no.73,20000
Storm Isle Productions,20000
Stoneworks Games,20000
TWOODY PRODUCTIONS,20000
Stonebrick Studios UG,20000
StoneTide Indie Dev Team,20000
"Stone Pixel Games, LLC.",20000
Stone Monkey Studios,20000
Stompy Bot Productions,20000
Stolpskott Studios,20000
Tabc3dd,20000
Stoic,20000
Stochastic Lints,20000
"Table 9 Studio, LLC",20000
Stitched Mouth Studios,20000
Table Flip Games,20000
Tachyon Factory,20000
Tacky Games,20000
Stinky Puppy,20000
Stingbot Games,20000
Still Games,20000
Tactical AR,20000
TRT World,20000
Storme Games,20000
Stormlord Games,20000
TM xR Lab,20000
